?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/ZFA_0009398>	"Multi fate stem cell that gives rise to both hepatocytes and cholangiocytes as descendants."	
<http://purl.obolibrary.org/obo/ZFA_0005071>		"TAO:0005071"
<http://purl.obolibrary.org/obo/ZFA_0009125>		"TAO:0009125 CL:0000207"
<http://purl.obolibrary.org/obo/ZFA_0009258>		"TAO:0009258 CL:0000566"
<http://purl.obolibrary.org/obo/ZFA_0000177>		"TAO:0000177"
<http://purl.obolibrary.org/obo/ZFA_0000184>	"Transversely oriented bone connecting the occipital region of the skull dorsally and pectoral girdle ventrally; appears near the end of embryogenesis."	"TAO:0000184"
<http://purl.obolibrary.org/obo/ZFA_0000293>	"Multi-tissue structure that is located between the dorsal diencephalon and the mesencephalon and contains the caudal commissure. From Neuroanatomy of the Zebrafish Brain."	"TAO:0000293"
<http://purl.obolibrary.org/obo/ZFA_0000449>	"Multi-tissue structure that is a paired longitudinal eminence of granular cells that develops from the alar plate and is attached to the tegmentum in the medial tectal ventricle. The torus longitudinalis only occurs in ray finned fishes."	"TAO:0000449"
<http://purl.obolibrary.org/obo/ZFA_0001034>	"Roof plate that is part of rhombomere 4."	"TAO:0001034"
<http://purl.obolibrary.org/obo/ZFA_0009384>	"Epithelial cells derived from neural plate and neural crest."	"CL:0000710"
<http://purl.obolibrary.org/obo/ZFA_0005077>	"The primordial vasculature that will develop into blood vessels  by the process of tubulogenesis.  The  vascular cord is composed of angioblast or vascular endothelial cells in a solid linear mass called a cord.  The cord then undergoes  tubulogenesis to form the lumen of the vessels."	"TAO:0005077"
<http://purl.obolibrary.org/obo/ZFA_0000180>	"Vein in the tail returning blood from the trunk and tail to the heart, leads directly into the posterior cardinal vein in the posterior trunk."	"TAO:0000180"
<http://purl.obolibrary.org/obo/ZFA_0005496>	"Surface structure that is the region of the head in front of and between the orbits, and above the lower jaw. Nares are located on the snout."	"TAO:0001712"
<http://purl.obolibrary.org/obo/ZFA_0005521>	"Caudal principal ray that is ventrally adjacent to caudal principal ray 9."	"TAO:0001722"
<http://purl.obolibrary.org/obo/ZFA_0005792>	"Surface structure that is a protrusion from the rostral end of the jaw, supported by the mandibular projection."	
<http://purl.obolibrary.org/obo/ZFA_0000529>	"Cavitated compound organ located in the pleuroperitoneal cavity where hematopoiesis and filtering of blood occur."	"TAO:0000529"
<http://purl.obolibrary.org/obo/ZFA_0009244>	"Motor neurons that arise during the first day of development.  Primary motoneurons have larger diameter cell bodies and axons than secondary motoneurons and are positioned more dorsally and medially than secondary motoneurons. Primary motoneurons are present in a single bilateral pair of clusters in each spinal segment and innervate axial muscle fibers in the corresponding pair of myotomes. Axons make a conspicuous loop around the Mauthner axon before entering the ventral root."	"CL:0000533 TAO:0009244"
<http://purl.obolibrary.org/obo/ZFA_0005003>	"Is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the pharyngeal region."	"TAO:0005003"
<http://purl.obolibrary.org/obo/ZFA_0000912>	"Mesenchyme part of median fin fold."	"TAO:0000912"
<http://purl.obolibrary.org/obo/ZFA_0005065>	"Multi-tissue structure composed of leaflets that separate parts of the heart, preventing blood backflow."	"TAO:0005065"
<http://purl.obolibrary.org/obo/ZFA_0005316>	"Fin fold of the pectoral fin bud, resulting from mesenchyme migration into the apical fold."	"TAO:0005316"
<http://purl.obolibrary.org/obo/ZFA_0001135>	"Portion of tissue that is the cavity-containing primordium of the central nervous system, developing from the neural rod in the late segmentation period."	"TAO:0001135"
<http://purl.obolibrary.org/obo/ZFA_0009126>		"CL:0000209 TAO:0009126"
<http://purl.obolibrary.org/obo/ZFA_0001472>	"Neuromast that is part of the anterior lateral line. (Also see Anatomical Atlas entry for <a href='http://zfin.org/zf_info/anatomy/dict/lat_line/lat_line.html'>lateral line</a> by T. Whitfield.)"	"TAO:0001472"
<http://purl.obolibrary.org/obo/ZFS_0000050>		
<http://purl.obolibrary.org/obo/ZFA_0005397>	"Nerve that is a branch of cranial nerve VII that passes through or around the suspensorium to innervate muscles and sensory organs on or near pharyngeal arch 2."	"TAO:0002010"
<http://purl.obolibrary.org/obo/ZFA_0000484>		"TAO:0000484"
<http://purl.obolibrary.org/obo/ZFA_0005285>	"Membrane between the mesonephric podocytes and the renal glomerular capillaries.  It is a trilaminar structure composed of the fused basement membranes of the glomerular capillaries and basement membrane of the podocytes.  The capillary membranes touch the GBM at contact points that are separated by pores.  The membrane is semi-permeable allowing water and small molecules to pass into the renal capsular space."	"TAO:0005285"
<http://purl.obolibrary.org/obo/ZFA_0001379>		"TAO:0001379"
<http://purl.obolibrary.org/obo/ZFA_0001294>	"Neurogenic placodes that generate neurons of the distal facial, glossopharyngeal and vagal ganglia, which convey sensation from the viscera, including pharyngeal endoderm structures, to the CNS.  The epibranchial placodes are positioned ventrally to the ear and dorsally to the posterior pharyngeal pouches."	"TAO:0001294"
<http://purl.obolibrary.org/obo/ZFA_0001563>	"Hypural dorsal to hypural 3 that supports the upper lobe of the caudal fin."	"TAO:0001563"
<http://purl.obolibrary.org/obo/ZFS_0000051>		
<http://purl.obolibrary.org/obo/ZFA_0005203>	"Hindbrain interneuron that is part of rhombomere 1 with one medial-rostral neuron in each hemi-rhombomere."	"TAO:0005203"
<http://purl.obolibrary.org/obo/ZFA_0000728>	"Undifferentiated mesodermal component of early trunk segment 2 or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome."	"TAO:0000728"
<http://purl.obolibrary.org/obo/ZFA_0000483>		
<http://purl.obolibrary.org/obo/ZFA_0005445>	"Sensory canal that crosses over the dorsal midline and in close proximity to the contralateral post-otic sensory canals. The supratemporal sensory canal is unpaired."	"TAO:0001630"
<http://purl.obolibrary.org/obo/ZFA_0005230>	"A bifurcate interneuron where the axon projects ventrally, crossing the spinal cord  ventral to the Mauthner axons before bifurcating and extending dorsally."	"TAO:0005230"
<http://purl.obolibrary.org/obo/ZFA_0005081>	"Artery that originates as rostral extensions of the dorsal aorta and travels through the hypophyseal fossa into the cranium.  The internal carotid artery splits near the hypothalamus and optic nerve to form  caudal and cranial divisions."	"TAO:0005081"
<http://purl.obolibrary.org/obo/ZFA_0000976>	"Undifferentiated mesodermal component of early trunk segment 16 or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome."	"TAO:0000976"
<http://purl.obolibrary.org/obo/ZFA_0000250>	"Dermal bone that articulates anteriorly with the hyomandibula. The opercle is paired and typically the largest bone of the opercular series.  It is derived from the neural crest and is located in 2nd pharyngeal arch."	"TAO:0000250"
<http://purl.obolibrary.org/obo/ZFA_0000340>	"Peripheral nucleus of the ventral telencephalon which is a band of tightly packed cells starting at the level of the anterior commissure and disappearing more rostrally. May be homologous to the intermediate nucleus of the area ventralis of other species. From Neuroanatomy of the Zebrafish Brain."	"TAO:0000340"
<http://purl.obolibrary.org/obo/ZFS_0000044>		"ZFIN:ZDB-TERM-100331-2474 ZFIN:ZDB-STAGE-010723-39"
<http://purl.obolibrary.org/obo/ZFA_0001609>		"TAO:0001601"
<http://purl.obolibrary.org/obo/ZFA_0000685>	"Abductor muscle that develops from the primitive pectoral fin abductor.  The  abductor superficialis originates along the anterior skeletal flange of the pectoral girdle, the bundles insert to fin ray base distal processes."	"TAO:0000685"
<http://purl.obolibrary.org/obo/ZFA_0005871>	"Portion of tissue in the midbrain that will develop into the nucleus of the medial longitudinal fasciculus synencephalon."	
<http://purl.obolibrary.org/obo/ZFA_0001399>	"Cartilage that is the dorsal component of the first pharyngeal arch.  It is roughly triangular with slightly concave dorsal edges and convex ventral edges.  The anteroventral corner gives rise the quadrate and articulates with the posterior end of  Meckel's cartilage.  The anterodorsal tip articulates with the lateral edge of the ethmoid plate and the posteroventral edge articulates with the anterodorsal edge of the hyosymplectic."	"TAO:0001399"
<http://purl.obolibrary.org/obo/ZFA_0000426>	"Diencephalic nucleus that is part of the preoptic area and is the anterior continuation of the caudal parvocellular preoptic nucleus and is ventral to the telencephalon. From Neuroanatomy of the Zebrafish Brain."	"TAO:0000426"
<http://purl.obolibrary.org/obo/ZFA_0005390>	"Gill ray is a slender, usually rod-like cartilage within a gill filament and ligamentously tied to its associated pharyngeal arch bone or cartilage."	"TAO:0001856"
<http://purl.obolibrary.org/obo/ZFA_0000111>	"Embryonic structure that forms as a thickened annulus at the blastoderm rim.  The germ ring is thickened because it  is the involuting margin of the blastoderm."	"TAO:0000111"
<http://purl.obolibrary.org/obo/ZFA_0009390>		"CL:1000500"
<http://purl.obolibrary.org/obo/ZFA_0005761>	"Adipose tissue surrounding the eye."	
<http://purl.obolibrary.org/obo/ZFA_0000416>	"Presumptive structure fated to become endoderm. Determined by fate mapping."	"TAO:0000416"
<http://purl.obolibrary.org/obo/ZFA_0001056>	"Muscle that develops from somite and gives rise to body wall muscle masses."	"TAO:0001056"
<http://purl.obolibrary.org/obo/ZFA_0001380>		
<http://purl.obolibrary.org/obo/ZFA_0005715>	"Glomerulus located in the anteromedial  zone of the olfactory bulb."	
<http://purl.obolibrary.org/obo/ZFS_0000045>		
<http://purl.obolibrary.org/obo/ZFA_0005600>	"Region at venious pole of heart tube that initiates heart beat."	
<http://purl.obolibrary.org/obo/ZFA_0001608>		"TAO:0001600"
<http://purl.obolibrary.org/obo/ZFA_0001004>	"Muscle pioneer cell part of somite 15."	"TAO:0001004"
<http://purl.obolibrary.org/obo/ZFA_0000684>	"CNS white matter (commissure) that runs between the optic tectal hemispheres."	"TAO:0000684"
<http://purl.obolibrary.org/obo/ZFA_0005194>	"Hindbrain interneuron that is part of rhombomere 1 with twelve neurons in each hemi-rhombomere. Axon runs in the dorsal spinal cord. The RoL1 stem axon projects ipsilaterally along the brain stem and spinal cord. From the more lateral location of its spinal axon, RoL1's collaterals projected both ventrally and medially.  The branching of RoL1 collaterals within the medulla, occur at multiple levels."	"TAO:0005194"
<http://purl.obolibrary.org/obo/ZFA_0001009>	"Muscle pioneer cell part of somite 3."	"TAO:0001009"
<http://purl.obolibrary.org/obo/ZFA_0009391>		"CL:1000504"
<http://purl.obolibrary.org/obo/ZFA_0005092>	"Paired veins that sprout from the dorsal midline junction and dive ventrally.  The mesencephalic veins are fed by the mesencephalic arteries,  after 2.5 dpf, and drain into the dorsal longitudinal vessel after 5dpf."	"TAO:0005092"
<http://purl.obolibrary.org/obo/ZFA_0001387>	"Skeleton that supports the pelvic fin.  The skeleton consists of consists of supporting endochondral radials and dermal fin rays or lepidotrichia."	"TAO:0001387"
<http://purl.obolibrary.org/obo/ZFA_0001057>	"Veins that connect the posterior cardinal vein and the dorsal longitudinal anastomotic vessel. They run along the vertical myotomal boundaries. They form from primary intersegmental vessels that are contacted by secondary angiogenic sprouts from the posterior cardinal vein and take on the characteristics of veins.  These eventually link with other secondary sprouts from the posterior cardinal vein to form the parachordal vessel."	"TAO:0001057"
<http://purl.obolibrary.org/obo/ZFA_0001607>		"TAO:0001599"
<http://purl.obolibrary.org/obo/ZFS_0000042>		"ZFIN:ZDB-TERM-100331-2472 ZFIN:ZDB-STAGE-010723-51"
<http://purl.obolibrary.org/obo/ZFA_0005024>	"Is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around trunk."	"TAO:0005024"
<http://purl.obolibrary.org/obo/ZFA_0000519>	"Hemal arches extend ventrally from the centra of caudal and transitional vertebrae to enclose the caudal artery and vein. In cyprinids, the hemal arch forms directly in membrane bone."	"TAO:0000519"
<http://purl.obolibrary.org/obo/ZFA_0001500>	"Bilaterally paired cartilage encasing the semicircular canals of the inner ear."	"TAO:0001500"
<http://purl.obolibrary.org/obo/ZFA_0005826>	"Cardiac muscle  located in the trabecular layer of the ventricle that is attached to the base of the AV and BV valves.  It is similar to the papillary muscle in mammals and birds but,  does not attach to the ends of the valve leaflets."	
<http://purl.obolibrary.org/obo/ZFA_0009089>		"TAO:0009089 CL:0000146"
